[1AZUPm5PC5QguquNsBg7HhWUYz5dfm2nU9;126575698]:[1NtPDHSgukaX7J2YQWpFSNyt7CPqjxiwig;23,1NtNu1yoJtyaK6P6LPHa2xnumm2kHUVvjH;15,1NtNbBQBMcibLEzV9SsJYpmf1g1nWYKS6D;16,1NtNRZngmuqZG75sZcFWsxFtB1ME6VBZd7;8,1NtN2My37o9Tnnvfab6AfCP7VgXJYKygBV;2,1NtMWvdKuE1c4cuF11NQzEJ2K6BnwHU1rp;22,1NtLJQyjE6XvmLNLoQJJEmBPG5hvhNV8y3;32,1NtK4q4kmUxok6kRUU9DLtvEpbZ4RuvWTR;14,1NtK1FE9xG8fNTbYATjebZfBJzC6ctsxjc;27,1NtJXMifdi6bz2vsb8obtHVar25m5cjhpX;34,1NtHgybu6eAAeoKQhbQ6SijSLZpZPLevxs;15,1NtHeGWjCuPYtuHKSP8tX7Vr6UW94rR6QV;6,1NtGdxseFpHyKXoK6tdd58eXWZBeQfSR9M;43,1NtG78nbK9n65mRGys4hkJhvgHEqgQtxSW;7,1NtDjY8r2mmT1HYDz4weWDbfnHrj7dcpFj;16,1NtBwTkNW372GAxhqPptucyR5beXptFfUy;41,1NtAP4peKatNa8LWwrAd1Cd5T3sXyP4bhM;23,1NtABHHaiXKxKWUfhJyFjUwiW4XoJtJGRU;17,1Nt9FZ2Dgr8cNBLhzPctrjYuQf2uq8fMBR;8,1Nt8u1gh68TZM52CsyPHcnatP7wuYWdSE4;32,1Nt8bXB4MjLHN8fNi45J3wUpAk8VfsCHe4;17,1Nt75pNmmASLjo5vsoc9vpnAxhhqNMnkdu;43,1Nt6QP31P5H9HKqgCPtaPCo2JjzKHunwaw;45,1Nt3df7tigNSU8u8nEoqdQzptTk8dX2hpE;15,1Nt2uq75G7UHcTJ91UroCg5Rp8KKJsGWLD;15,1NsztUWyBqLzUEQDjYcByz71PN6iddVSFX;20,1NszFruQy9MkigadJ4aTPAtQUpHXsmbn3N;6,1NsxYYLVXJtgrbPa89V3rZnZxf6Dxp4318;18,1Nsx3UjxqFP5qpqpdeRQ6uYK4T3KTaqxYR;15,1NswaYzUEkWVKg1JAL4BMFJ955M6LE1HzJ;30,1NswPi9qQTsrCXmTTZ6Th56fveEcwjaGvM;8,1NsvTCnWT76SkKwpaXYPoDfPUY7RzHvwzM;13,1NstaMPS5iGbD5jBAxqwfEyDLsxeLM1bA8;35,1NstEhvfK3cTATZ5Ne6zGXzoC7DqUNg22R;33,1Nsr2szc8umrb8a2pw9gzNN3q7T6VVH4wW;10,1NspBci5FKpHx2amk9SgwS2gZQXXnrxLxg;17,1Nsp9w4a5n9AtjmqFGY8d27HMHwQmu4DTW;41,1NsnAtvaUfLL7yLrGQRooLyzuahJS8LJh2;12,1NsmP2JhMzYsDF1xDnXBYsiN216UpVgRc;5,1NskV3dHf4xYk82ERAamaixnim9PeGryXT;38,1NshVff27eW1gj6Bg8WK7fcXiSWWVJ858t;3,1Nsf8B3ACa7TtX3yvgLSgZv9yUQ84ZE61;19,1NsdZtctXaVTPvNuRV3r8zme7W7zjHzAg6;1,1NsdDL9M89yfUMrr5uwxJPwDGK4VfwtdGJ;12,1NsaxQTFsYyfb6GgzTjwVfNocRYA2KgFeN;5,1NsaQU5WJ3Fs1ewTa493U35ehwgfNzDnKE;28,1NsZZoKsc2gfzWkCF36YyVnB1hDbnW1Pc3;33,1NsV2DGGBXdxkv14yNRFJ7qykybH7bJ6VZ;4,1NsUNmLmVZgyuhrbqXB5TvvMeNCPhXJEtu;43,1NsUDwNxLMJcfasT3ZPRQF2xTFhA3kGiFZ;5,1NsSrxNKapQMnYBQJBJMyQHFuXkBiATDkF;31,1NsQimMrMrJsWhjLd9uaQdYxwJcjPBSR2P;35,1NsQXTUqMC9HT9E3XCxezg2qCSkkXrQwka;11,1NsPiMdez5V5CkNmvH3tGoz1gtJB2M6hYv;31,1NsPbMst2Uqrtf7PZtbjtnDFTGF2FdBFGF;34,1NsLrUWBWfaPJBLTT9KrAydXaHPxLJWZJH;23,1NsL2BPkZhGRgQtjzoZ4XU8f79CdJMvZ9E;27,1NsKtcfy9uwXFA93zBeTGrbcCrCiNQzns;39,1NsJMbpg3MzZo27sQB1qnQLAqZ11F5F3SY;11,1NsENuBxmjFxXc9qHFen5iYJnBse1ec3yT;10,1NsDENd6a31cbJVHnTcXpSEWSoBE9VVfZb;13,1NsCbMA7J4o8ijKQaov8eUw7S5mfUXSnNP;44,1Ns3CGPM8ge2GK1bYkv9oFMZ6RjRfyFVqf;20,1Ns1vffFLVeZq6yLpKDQzJjjvrsfhKBvNn;23,1Ns1YwM8rEExQGmnjNN3g7qBRLoXZKNZx2;11,1Ns1MuSxsdZf799rrFAkbtth4YfbGBx7E6;28,1Nrxa2TNHZR5j4JzJyvRAurwEN4FzzozNk;44,1Nrx6Yhou7TjQWpmxyN4NJzhEzeE3ycxtX;17,1NrwMiS7HT12s8niT8hPBiStVukqABYuA6;17,1NrvEnigrvu6A2S2YtfexTp6afcg96VKEG;22,1AgwESN7RKNZtaqzbqu6kPg3RS6C2qCgHi;126524217]
[1EirwEo2QpuZ6h8qyfgWXnSKKLTBndXjMR;4067237973]:[1NFAGNegCQaL7SzpNe3tU5kTiAvnZ1jB5M;3974838007,13X5BJjXkvzKRkkCCWw7zZ9gwb5jwxpghw;92349966]
[12jUWogU3egu282B1ackrRGnnnA2obgi4n;849750000]:[1PgdD5Ppgw8C3R5RVFERQpcbkzxCgTcVk;731750000,1NbJaQkJVTmYn1q54BvKqigT6MqzKVckPn;118000000]
[17AbtNWAUK8bJa3vDQt9XV7wR52rEAdaPL;1668190299]:[18RAxTzPzM6RNGSBZo85hbt1L9J6U6BfC5;1563140299,1B1ZZcaxWSQE7t1GNNBvVH4M5mudDNYucJ;105000000]
[1A8DYKnKuUbdDHWVxuXpnFu7rLMxybQmdt;20983650000]:[1M9yDeCrDW3L354UAVWbvrmAg53VW7NvL;17287650000,1Mo9zEwjVuMBBLtoDDikeYtspTGvT222iz;3696000000]
[1BCeXDznn3US85KdMWWsVYtBe3pjaDbPox;34214037828]:[1HsyVV48oJwy1HfD1EisqfUq3k7kg7VYQ1;34203037828,1EpWVD1mQJHuJbSeSZ6X9kqSY6S1fNNdDw;11000000]
[16Y2D7Jh1JgLgsGgiY2e5xcWYfrZNVxkXc;2828750000]:[1NAQBVJ2EMjxxuUaVtFe4YBgdDkUU7KLwc;2728750000,112dfYWENAFrQcjqnuUbEwvBXGJg3pCB8s;100000000]
[1DT7yQTtQ2Pxxx7KqkDZzXu2fdVHMscxqC;3044800000]:[13Paf3JDMXfw9e94dCdTMxtd5vPK54VAMW;2672800000,15w27GaUxP8Rru94z21JsVfFWhBFSh1uvT;372000000]
[1LpnLmN6jL8dTewMiapTDm34yXKdaHpEN5;89492082423]:[1NopGGTFy57cqzEFSsuXiXjAhz5vBkpTZT;89368082423,1BnxoGq1qsNrDB3CifYCJUTQ2oTANAHieb;124000000]
[1JhxXNVQgN2X1h74fo8rkyRZ4JCQ6MgfFy;5758350000]:[1JkN3THU84anaJgJCMv2jEPKchEz8qcw5A;5300350000,1AM9ZtodFG3unDPs7pEm9JP9ibNXg7st5z;458000000]
[17uozbs6q2beMDEU3JasFJSGEbScpVGYKy;4850000]:[15TjWsCLYqhsCfdnjaSFNKzVMpk2fk4inj;100000,14TgkwstyzYGNodAgn6CyhKK41A2ZPMBSP;4300000,1PjfwTz9qNUHZWgyQ4nuE6FMJeEEm8pXNN;100000,1JTUf2EnwXbguVpFBtpQYAHWcVLRVuYTPM;100000,1AZH7pmAWEdDNwkBKZMLBvxKbUgL88W7pS;100000,1BSJwRLwkYSd1U2tTq8TY2UKP25ztpJWzU;100000]
[15RqLGdyrXeZ3QLQWgZ1Hzsq4UExPLTL5q;27020757000]:[17dNiDrorBi3Pn3PxMmePTTYZdRA4aoYLJ;26916757000,1FwmfJ1VMknoUWJfGa7SUJMJ11DjnFwnJZ;104000000]
[14gqLxid4xu6bWdyadfmdpkV1SMLbXjwgC;9543850000]:[1W1rzR2J5KDpKaDFHFxFhH8C1R7YWivFn;9534850000,137MnyfNBYg6deBnTZ4nDQS3Q4Y4NQs7An;9000000]
[1BoownvNENjacHzW1Z6e1gSmrwQXdz6aLe;672110000]:[13cbVjeugMC44iA8j38o8HRQVYoZGT4Xxs;287110000,1EzgVNKH5LUL2H9RXLsWzQoaV1qHLwr5ka;385000000]
[1Aj9S6dtLsUUDMy8dwpYUY6nuYNwpAagRd;2844000000]:[1AysTw3c772oJT9TjsYkvbriksHyFm3iUs;2290000000,1ByeE5NAWTikqwEgXq4Yh7JKpZyskZVDDu;553000000]
[1Cw6cBQ8zsSBCuLauVu6tjWzLwgUancHvw;774000000]:[16c4ZLes5iThwHzCUbexwmkt5yUKDS9n3M;73000000,1M6PjrS4R3dDHhGbc7bB6stKeDPy8E4F6Y;700000000]
[1DYMiCv6x7MH32jcYGP1seVagAJnjdYcbu;9459725699]:[1CY5VkdFEz3Q4KdWC32g89LLcmhUab1qQS;9259725699,1FmTmnFWHkwdi5oVejtQTWdDrz5Ry6ojL6;200000000]
[1GqfZakpQSHGEFRErgJjGpCbfnGMRMfnB8;80148226031]:[1KzS9wbZZEDybsHDZdZyHhT5vY1tvJVbXq;79947226031,1gRRb9BaGETcFBf3yTTahvVdKXgy7zWGT;201000000]
[1LRwEuTJEWxWfgFgoa8AbYJoKo7dMywC7S;99961226031]:[17seMwTAza2dKs4aiLhYCnotRxggP9NKVW;99929226031,1LCeEhWAV2Hgxd6bbREvEQ3wgckvM8haVR;32000000]
[17wdwScCS2mx9wSQEE2Jq86omnQm31zPta;658000000]:[1B2LwPjtyJVFZYoLwtJrDoRSoXmJ5Xhmt5;637000000,1AN6UPnpmTSTp1PEbwCMUH4J6oqqpPEtT7;20000000]
[1FHZXCByBtR5RP5VebYVXxwohg6yMgDRg2;405000000]:[1C6udY2W5PLAcqgmhasB8pDEjhJNppBQsV;5000000,1791DUPA7BHdJeBVGxkzjMwx6dXuTZRtgU;400000000]
[1L17YpDyRxFTqWn4NqjXm25EU2zunCmJBk;9988284000]:[13AsgG7ZTGQA1FCNpzkuSi9yvWLBBeC4Xr;9985284000,14djMhjzPtxrkT5pgQE9UQsW7LgSf7bbxa;3000000]
[1PqMTVbDuhF7a5qV9uegDwkc7aoej4GEra;107823082423]:[1L7imRdB4TNShc3TsfUR5Ut2ir9GYpLciP;107782082423,16SfbmNiu6SrDa6adEAkU6iofNKuytLjrF;41000000]
[1Mda1EUmiCRgWFhF8ixBkhcPiawe147LsV;520150060]:[14RgYRY2UymHA9gqqFWKkSJUbTQM4iZvts;468150060,1JkpA5JNntAky1FQNwZt7fMpZaXZJxc8aN;52000000]
[14QV1pjxsmx74mABd44ifLebavijLckuqm;1091327000]:[1M9MQdFh9apjBQhPPS445BwP6w3zMceytP;991327000,1Ca9XJXE6xf1TJ7XduL4uowqGL2SR2uTfS;100000000]
[15VjRaDX9zpbA8LVnbrCAFzrVzN7ixHNsC;30000000]:[1PVudpEkzsbSDR9EuKPBbeta5oBMGnf6p;100000,1PjSWXfTrRDTzpZguiLQhhAeySPfeQh8iM;29550000,1FyWaqw8LYKC6DJ7twyVkL1u1gmfz6Se4R;100000,1Ehu48RAQtLg7Pi9Gyk3VqzwHKmLyYPtBY;100000,1Ldm9GvKD1cVeZ8Up1EVmiDX8hbXP4eDp2;100000]
